billid,customerid,monthid,billedamount
14477,410,201011,5160
14478,865,201011,4217
14479,884,201011,11566
14480,134,201011,9916
14481,411,201011,15360
14482,91,201011,13301
14483,321,201011,18619
14484,606,201011,1013
14485,409,201011,9892
14486,977,201011,8917
14487,971,201011,15858
14488,392,201011,6306
14489,863,201011,18388
14490,412,201011,18813
14491,126,201011,5124
14492,135,201011,1000
14493,222,201011,14436
14494,998,201011,4490
14495,67,201011,9440
14496,864,201011,15825
14497,882,201011,14807
14498,393,201011,6795
14499,322,201011,5586
14500,870,201011,16461
14501,405,201011,17164
14502,132,201011,2745
14503,649,201011,11031
14504,328,201011,13885
14505,240,201011,15572
14506,323,201011,11437
14507,869,201011,10474
14508,9,201011,15803
14509,866,201011,17763
14510,996,201011,11721
14511,883,201011,16968
14512,868,201011,1506
14513,407,201011,6312
14514,394,201011,16201
14515,133,201011,13721
14516,408,201011,16064
14517,867,201011,13314
14518,938,201011,17420
14519,650,201011,3626
14520,406,201011,632
14521,656,201011,5702
14522,143,201011,5635
14523,313,201011,16604
14524,820,201011,1508
14525,71,201011,5198
14526,225,201011,12756
14527,121,201011,12406
14528,995,201011,11206
14529,153,201011,8701
14530,968,201011,12088
14531,62,201011,451
14532,453,201011,18328
14533,304,201011,4730
14534,819,201011,10805
14535,381,201011,9453
14536,818,201011,11443
14537,454,201011,1317
14538,218,201011,1345
14539,661,201011,1187
14540,817,201011,1850
14541,100,201011,19280
14542,897,201011,5203
14543,154,201011,17446
14544,629,201011,4034
14545,303,201011,4621
14546,452,201011,17880
14547,244,201011,11542
14548,306,201011,1773
14549,824,201011,3847
14550,151,201011,3613
14551,598,201011,19855
14552,895,201011,12503
14553,448,201011,15580
14554,953,201011,9366
14555,449,201011,5903
14556,823,201011,11555
14557,821,201011,588
14558,382,201011,2242
14559,450,201011,7227
14560,660,201011,15538
14561,631,201011,13165
14562,822,201011,1935
14563,305,201011,15062
14564,896,201011,15958
14565,152,201011,11171
14566,451,201011,9042
14567,333,201011,9192
14568,15,201011,6935
14569,825,201011,6357
14570,81,201011,12959
14571,816,201011,14289
14572,120,201011,17820
14573,595,201011,3354
14574,233,201011,4997
14575,899,201011,18627
14576,810,201011,16721
14577,61,201011,12801
14578,460,201011,2673
14579,379,201011,10828
14580,157,201011,16710
14581,811,201011,17622
14582,663,201011,1549
14583,300,201011,8688
14584,461,201011,14249
14585,245,201011,18184
14586,378,201011,18976
14587,808,201011,18474
14588,462,201011,15168
14589,807,201011,15635
14590,17,201011,4322
14591,158,201011,3234
14592,809,201011,1443
14593,597,201011,842
14594,644,201011,15205
14595,942,201011,5815
14596,455,201011,11173
14597,815,201011,3468
14598,456,201011,8058
14599,898,201011,6080
14600,613,201011,1089
14601,77,201011,19894
14602,814,201011,5454
14603,155,201011,639
14604,596,201011,5053
14605,301,201011,8171
14606,302,201011,15288
14607,334,201011,17669
14608,979,201011,2850
14609,813,201011,9356
14610,457,201011,3124
14611,662,201011,926
14612,380,201011,11139
14613,458,201011,10353
14614,677,201011,5662
14615,156,201011,6730
14616,16,201011,3968
14617,447,201011,15580
14618,941,201011,3318
14619,826,201011,14938
14620,612,201011,6461
14621,838,201011,7675
14622,385,201011,7512
14623,620,201011,13475
14624,13,201011,10004
14625,311,201011,8318
14626,80,201011,8905
14627,837,201011,1106
14628,123,201011,5984
14629,435,201011,8758
14630,657,201011,9562
14631,101,201011,9201
14632,146,201011,13601
14633,64,201011,14123
14634,104,201011,9902
14635,90,201011,10176
14636,601,201011,2866
14637,310,201011,13729
14638,836,201011,13717
14639,645,201011,12614
14640,436,201011,17209
14641,992,201011,18840
14642,36,201011,16536
14643,386,201011,5947
14644,843,201011,7762
14645,387,201011,12983
14646,430,201011,7008
14647,842,201011,17297
14648,431,201011,756
14649,43,201011,12324
14650,841,201011,10592
14651,331,201011,3577
14652,432,201011,6416
14653,145,201011,8255
14654,602,201011,6287
14655,312,201011,19332
14656,840,201011,19049
14657,433,201011,3570
14658,892,201011,10278
14659,220,201011,6256
14660,839,201011,4496
14661,1000,201011,18256
14662,940,201011,1475
14663,434,201011,13158
14664,144,201011,17692
14665,437,201011,6899
14666,835,201011,11706
14667,973,201011,9271
14668,829,201011,13772
14669,149,201011,16249
14670,443,201011,19956
14671,219,201011,7181
14672,122,201011,11452
14673,63,201011,16124
14674,444,201011,1533
14675,635,201011,10428
14676,828,201011,16933
14677,442,201011,2161
14678,238,201011,3389
14679,827,201011,4012
14680,990,201011,10269
14681,383,201011,16479
14682,150,201011,10236
14683,659,201011,7542
14684,445,201011,8141
14685,985,201011,19519
14686,446,201011,18630
14687,599,201011,7273
14688,307,201011,12452
14689,14,201011,661
14690,830,201011,16042
14691,894,201011,490
14692,6,201011,5730
14693,438,201011,6427
14694,834,201011,1452
14695,147,201011,5422
14696,893,201011,2060
14697,439,201011,15161
14698,658,201011,1333
14699,309,201011,4729
14700,833,201011,6355
14701,384,201011,10182
14702,243,201011,19237
14703,969,201011,16412
14704,832,201011,798
14705,440,201011,8572
14706,332,201011,18931
14707,148,201011,17813
14708,936,201011,16623
14709,441,201011,5104
14710,831,201011,4366
14711,600,201011,6022
14712,308,201011,15820
14713,900,201011,13654
14714,636,201011,9741
14715,944,201011,9512
14716,128,201011,4790
14717,261,201011,14101
14718,271,201011,3179
14719,200,201011,1540
14720,575,201011,16308
14721,189,201011,5246
14722,352,201011,15684
14723,731,201011,12711
14724,982,201011,5222
14725,704,201011,5862
14726,580,201011,9487
14727,30,201011,5353
14728,111,201011,11694
14729,557,201011,16796
14730,208,201011,16633
14731,531,201011,1220
14732,558,201011,3706
14733,703,201011,7553
14734,732,201011,16842
14735,52,201011,9589
14736,930,201011,9984
14737,733,201011,11736
14738,94,201011,14733
14739,201,201011,13764
14740,680,201011,2560
14741,351,201011,18038
14742,934,201011,18965
14743,705,201011,6604
14744,76,201011,5187
14745,253,201011,18520
14746,708,201011,6624
14747,929,201011,11601
14748,948,201011,16296
14749,634,201011,17427
14750,729,201011,13429
14751,707,201011,5819
14752,199,201011,3026
14753,533,201011,6920
14754,976,201011,18938
14755,554,201011,12993
14756,618,201011,10917
14757,345,201011,19635
14758,49,201011,5245
14759,922,201011,9720
14760,637,201011,2433
14761,706,201011,2974
14762,730,201011,16148
14763,555,201011,10902
14764,532,201011,19100
14765,686,201011,8532
14766,108,201011,10591
14767,556,201011,11177
14768,262,201011,19891
14769,93,201011,12540
14770,530,201011,6175
14771,74,201011,2743
14772,254,201011,18028
14773,699,201011,7507
14774,999,201011,10492
14775,48,201011,578
14776,563,201011,13202
14777,346,201011,16668
14778,687,201011,12898
14779,187,201011,6800
14780,698,201011,12556
14781,736,201011,618
14782,273,201011,5330
14783,203,201011,15260
14784,581,201011,3244
14785,258,201011,424
14786,527,201011,9025
14787,39,201011,11372
14788,359,201011,15934
14789,75,201011,19681
14790,737,201011,956
14791,41,201011,6865
14792,960,201011,67
14793,573,201011,14396
14794,562,201011,15697
14795,229,201011,11827
14796,528,201011,1949
14797,700,201011,4781
14798,633,201011,7261
14799,260,201011,17400
14800,85,201011,15754
14801,559,201011,776
14802,272,201011,1510
14803,702,201011,15731
14804,358,201011,5941
14805,950,201011,8044
14806,188,201011,9715
14807,251,201011,6831
14808,574,201011,19121
14809,560,201011,3923
14810,701,201011,5333
14811,734,201011,8794
14812,931,201011,13963
14813,679,201011,8048
14814,561,201011,16799
14815,529,201011,5539
14816,202,201011,6425
14817,921,201011,4898
14818,26,201011,18352
14819,735,201011,4846
14820,259,201011,7937
14821,350,201011,5927
14822,107,201011,1972
14823,579,201011,9440
14824,190,201011,12531
14825,195,201011,4634
14826,926,201011,19674
14827,724,201011,1521
14828,51,201011,4204
14829,546,201011,14977
14830,959,201011,7603
14831,110,201011,17770
14832,717,201011,13341
14833,344,201011,250
14834,956,201011,6271
14835,268,201011,12116
14836,522,201011,10441
14837,638,201011,17301
14838,265,201011,6868
14839,975,201011,9553
14840,50,201011,19469
14841,681,201011,7432
14842,577,201011,14344
14843,192,201011,11118
14844,716,201011,1031
14845,547,201011,10612
14846,715,201011,172
14847,538,201011,7091
14848,718,201011,6418
14849,725,201011,5909
14850,539,201011,18454
14851,545,201011,6853
14852,578,201011,14994
14853,722,201011,17540
14854,356,201011,13497
14855,721,201011,73
14856,542,201011,10335
14857,252,201011,12967
14858,682,201011,2439
14859,994,201011,8654
14860,234,201011,6039
14861,541,201011,11464
14862,720,201011,18270
14863,925,201011,7360
14864,194,201011,3857
14865,193,201011,14224
14866,543,201011,10454
14867,95,201011,1009
14868,28,201011,6985
14869,544,201011,14725
14870,924,201011,9802
14871,683,201011,17056
14872,540,201011,10725
14873,719,201011,19663
14874,266,201011,6478
14875,723,201011,6842
14876,709,201011,2798
14877,2,201011,3999
14878,949,201011,10073
14879,354,201011,17672
14880,712,201011,17940
14881,550,201011,738
14882,535,201011,3615
14883,551,201011,7776
14884,639,201011,7853
14885,711,201011,1975
14886,576,201011,6656
14887,923,201011,16993
14888,928,201011,548
14889,27,201011,2657
14890,263,201011,4904
14891,728,201011,13152
14892,710,201011,14645
14893,198,201011,6835
14894,534,201011,19845
14895,552,201011,14796
14896,619,201011,346
14897,270,201011,438
14898,33,201011,1201
14899,353,201011,11445
14900,685,201011,11845
14901,553,201011,3874
14902,727,201011,3464
14903,355,201011,4683
14904,962,201011,3180
14905,684,201011,10984
14906,987,201011,16725
14907,109,201011,7791
14908,209,201011,10594
14909,196,201011,8025
14910,548,201011,556
14911,357,201011,6160
14912,714,201011,7084
14913,537,201011,19270
14914,549,201011,18248
14915,726,201011,12229
14916,264,201011,12413
14917,269,201011,8389
14918,713,201011,10693
14919,993,201011,18492
14920,210,201011,1046
14921,29,201011,11667
14922,46,201011,11912
14923,927,201011,14392
14924,536,201011,16234
14925,86,201011,13789
14926,191,201011,1838
14927,197,201011,15004
14928,343,201011,645
14929,961,201011,14148
14930,920,201011,8304
14931,267,201011,19886
14932,739,201011,5568
14933,691,201011,6702
14934,228,201011,939
14935,235,201011,15160
14936,582,201011,21
14937,106,201011,14432
14938,583,201011,6931
14939,986,201011,2440
14940,342,201011,3710
14941,692,201011,1472
14942,951,201011,757
14943,87,201011,2235
14944,206,201011,19978
14945,255,201011,8766
14946,623,201011,12774
14947,257,201011,5068
14948,689,201011,7767
14949,526,201011,18097
14950,53,201011,8614
14951,96,201011,8998
14952,186,201011,15982
14953,523,201011,18584
14954,275,201011,10458
14955,569,201011,2558
14956,572,201011,19573
14957,204,201011,19023
14958,742,201011,18914
14959,694,201011,12101
14960,227,201011,2847
14961,185,201011,17449
14962,919,201011,11418
14963,570,201011,7838
14964,565,201011,16957
14965,525,201011,666
14966,274,201011,4368
14967,981,201011,1978
14968,349,201011,13765
14969,360,201011,11831
14970,622,201011,14567
14971,567,201011,12434
14972,740,201011,13113
14973,690,201011,11852
14974,947,201011,13792
14975,693,201011,9421
14976,696,201011,10650
14977,256,201011,8468
14978,933,201011,13476
14979,32,201011,5148
14980,1,201011,785
14981,112,201011,19166
14982,571,201011,15878
14983,695,201011,1470
14984,31,201011,13678
14985,568,201011,13042
14986,697,201011,10178
14987,566,201011,15466
14988,211,201011,2055
14989,207,201011,3882
14990,47,201011,14666
14991,741,201011,4942
14992,738,201011,6648
14993,205,201011,1399
14994,932,201011,15759
14995,688,201011,15562
14996,678,201011,18128
14997,524,201011,1544
14998,564,201011,16217
14999,347,201011,14682
15000,348,201011,3044
15001,152,201012,16081
15002,993,201012,2806
15003,548,201012,10760
15004,821,201012,7435
15005,89,201012,11105
15006,100,201012,10681
15007,325,201012,9464
15008,453,201012,3066
15009,629,201012,11688
15010,897,201012,986
15011,631,201012,18423
15012,875,201012,15504
15013,647,201012,16973
15014,196,201012,10009
15015,401,201012,13827
15016,29,201012,3567
15017,549,201012,5536
15018,451,201012,7900
15019,154,201012,3966
15020,661,201012,8731
15021,333,201012,17803
15022,218,201012,2098
15023,691,201012,920
15024,818,201012,8532
15025,381,201012,16240
15026,995,201012,15942
15027,71,201012,12855
15028,819,201012,11430
15029,121,201012,14861
15030,264,201012,15449
15031,244,201012,9401
15032,714,201012,16880
15033,225,201012,15710
15034,959,201012,6934
15035,874,201012,10147
15036,569,201012,4559
15037,153,201012,15805
15038,968,201012,11889
15039,454,201012,14900
15040,820,201012,3254
15041,304,201012,16367
15042,62,201012,8080
15043,817,201012,9360
15044,452,201012,17713
15045,933,201012,3151
15046,713,201012,2943
15047,402,201012,18231
15048,224,201012,13888
15049,896,201012,16051
15050,928,201012,17281
15051,990,201012,18645
15052,872,201012,2047
15053,383,201012,7915
15054,263,201012,12968
15055,150,201012,17226
15056,1,201012,14035
15057,659,201012,9533
15058,576,201012,8221
15059,985,201012,5457
15060,446,201012,14697
15061,599,201012,13672
15062,711,201012,11680
15063,826,201012,11076
15064,445,201012,4411
15065,551,201012,3645
15066,827,201012,3392
15067,238,201012,8097
15068,552,201012,16720
15069,149,201012,19991
15070,973,201012,3644
15071,443,201012,2713
15072,219,201012,19184
15073,256,201012,18726
15074,307,201012,7496
15075,63,201012,7206
15076,198,201012,13651
15077,871,201012,8651
15078,444,201012,2507
15079,404,201012,7718
15080,828,201012,5366
15081,710,201012,6564
15082,122,201012,7400
15083,873,201012,2492
15084,127,201012,15038
15085,825,201012,4614
15086,303,201012,12250
15087,961,201012,10739
15088,231,201012,7725
15089,87,201012,16842
15090,15,201012,13725
15091,197,201012,8467
15092,684,201012,18340
15093,450,201012,804
15094,660,201012,10861
15095,822,201012,1559
15096,403,201012,11958
15097,86,201012,3818
15098,305,201012,3248
15099,927,201012,3753
15100,395,201012,14351
15101,447,201012,4046
15102,382,201012,16174
15103,449,201012,6134
15104,941,201012,3010
15105,306,201012,16413
15106,824,201012,4169
15107,550,201012,7744
15108,692,201012,1768
15109,151,201012,12549
15110,823,201012,7519
15111,598,201012,1649
15112,895,201012,11292
15113,37,201012,13789
15114,448,201012,11758
15115,953,201012,4769
15116,354,201012,14290
15117,712,201012,17305
15118,324,201012,11735
15119,131,201012,1558
15120,881,201012,4703
15121,130,201012,4321
15122,299,201012,4609
15123,683,201012,6096
15124,398,201012,2768
15125,880,201012,18548
15126,464,201012,17447
15127,625,201012,13290
15128,805,201012,6736
15129,544,201012,19196
15130,465,201012,18937
15131,28,201012,11898
15132,5,201012,5960
15133,689,201012,8139
15134,878,201012,4363
15135,159,201012,14196
15136,543,201012,1016
15137,719,201012,5830
15138,466,201012,14085
15139,806,201012,12188
15140,217,201012,11333
15141,129,201012,18843
15142,245,201012,424
15143,378,201012,3552
15144,718,201012,12413
15145,808,201012,12851
15146,545,201012,7332
15147,609,201012,8425
15148,462,201012,6475
15149,807,201012,13876
15150,17,201012,13894
15151,648,201012,7279
15152,158,201012,12101
15153,266,201012,17044
15154,900,201012,19114
15155,463,201012,12946
15156,255,201012,12281
15157,461,201012,11089
15158,194,201012,12795
15159,594,201012,11344
15160,160,201012,11087
15161,542,201012,6083
15162,44,201012,13890
15163,32,201012,10211
15164,468,201012,4638
15165,119,201012,13002
15166,377,201012,5955
15167,801,201012,8061
15168,297,201012,13681
15169,42,201012,10502
15170,47,201012,14733
15171,721,201012,9983
15172,78,201012,4213
15173,664,201012,15481
15174,800,201012,5071
15175,397,201012,10307
15176,92,201012,15997
15177,252,201012,3727
15178,802,201012,11516
15179,69,201012,18154
15180,804,201012,4893
15181,298,201012,10371
15182,925,201012,6433
15183,803,201012,8443
15184,972,201012,14131
15185,901,201012,515
15186,967,201012,12264
15187,327,201012,5588
15188,720,201012,10459
15189,614,201012,16537
15190,335,201012,1640
15191,994,201012,8908
15192,467,201012,13760
15193,347,201012,3718
15194,879,201012,16686
15195,223,201012,7306
15196,300,201012,14234
15197,663,201012,696
15198,608,201012,2623
15199,715,201012,6954
15200,155,201012,1022
15201,596,201012,12127
15202,547,201012,12010
15203,302,201012,8602
15204,400,201012,6590
15205,16,201012,9641
15206,690,201012,1092
15207,334,201012,17670
15208,716,201012,19272
15209,979,201012,5178
15210,813,201012,6131
15211,876,201012,14400
15212,399,201012,3554
15213,103,201012,1628
15214,577,201012,10886
15215,355,201012,2060
15216,829,201012,13815
15217,81,201012,7829
15218,597,201012,13247
15219,209,201012,15781
15220,816,201012,6716
15221,571,201012,16748
15222,109,201012,10996
15223,455,201012,19939
15224,815,201012,662
15225,77,201012,6451
15226,949,201012,17736
15227,396,201012,19334
15228,456,201012,15009
15229,814,201012,5238
15230,898,201012,8528
15231,348,201012,18816
15232,613,201012,13250
15233,809,201012,304
15234,457,201012,10530
15235,662,201012,13288
15236,717,201012,7123
15237,233,201012,4165
15238,61,201012,17799
15239,810,201012,11409
15240,688,201012,3582
15241,899,201012,11921
15242,546,201012,1530
15243,622,201012,3594
15244,877,201012,4432
15245,460,201012,7574
15246,379,201012,7195
15247,195,201012,4936
15248,926,201012,12512
15249,157,201012,6760
15250,326,201012,13160
15251,595,201012,4257
15252,206,201012,15598
15253,8,201012,8215
15254,344,201012,7369
15255,380,201012,7628
15256,50,201012,10694
15257,458,201012,5164
15258,812,201012,7638
15259,937,201012,7775
15260,570,201012,17351
15261,239,201012,12305
15262,638,201012,19126
15263,942,201012,6721
15264,301,201012,15470
15265,265,201012,15065
15266,644,201012,17880
15267,626,201012,6505
15268,459,201012,10116
15269,811,201012,3135
15270,120,201012,4839
15271,442,201012,17690
15272,709,201012,2123
15273,68,201012,1718
15274,889,201012,3108
15275,424,201012,4302
15276,850,201012,10975
15277,971,201012,8260
15278,330,201012,17618
15279,701,201012,18439
15280,560,201012,11429
15281,425,201012,7629
15282,392,201012,4734
15283,849,201012,5202
15284,611,201012,10108
15285,204,201012,18375
15286,315,201012,12464
15287,574,201012,5331
15288,864,201012,1966
15289,950,201012,3448
15290,646,201012,3989
15291,978,201012,10539
15292,863,201012,3808
15293,70,201012,1271
15294,126,201012,10661
15295,422,201012,6052
15296,221,201012,18816
15297,998,201012,1033
15298,852,201012,17980
15299,412,201012,7901
15300,654,201012,1411
15301,316,201012,4094
15302,561,201012,11030
15303,140,201012,12475
15304,565,201012,531
15305,423,201012,18654
15306,604,201012,11655
15307,931,201012,5098
15308,851,201012,18518
15309,202,201012,8514
15310,389,201012,5850
15311,630,201012,279
15312,260,201012,12601
15313,142,201012,14589
15314,388,201012,11767
15315,93,201012,19107
15316,314,201012,811
15317,124,201012,12608
15318,411,201012,14950
15319,91,201012,9638
15320,65,201012,9697
15321,351,201012,513
15322,845,201012,16632
15323,201,201012,15052
15324,410,201012,3429
15325,12,201012,13053
15326,134,201012,12750
15327,1000,201012,10106
15328,141,201012,5065
15329,321,201012,6933
15330,257,201012,7429
15331,970,201012,7519
15332,977,201012,16848
15333,235,201012,19170
15334,702,201012,11863
15335,890,201012,591
15336,848,201012,19450
15337,982,201012,13136
15338,39,201012,4126
15339,559,201012,14210
15340,426,201012,9969
15341,655,201012,18822
15342,606,201012,1621
15343,603,201012,7231
15344,847,201012,5580
15345,427,201012,13500
15346,846,201012,15888
15347,939,201012,11835
15348,888,201012,1208
15349,259,201012,1570
15350,10,201012,4101
15351,391,201012,8009
15352,31,201012,18597
15353,258,201012,19702
15354,417,201012,11868
15355,203,201012,13605
15356,418,201012,14006
15357,857,201012,18208
15358,861,201012,14592
15359,241,201012,5126
15360,610,201012,17908
15361,318,201012,17821
15362,564,201012,18814
15363,696,201012,1723
15364,856,201012,2843
15365,137,201012,12482
15366,698,201012,1566
15367,651,201012,19916
15368,886,201012,11595
15369,329,201012,14729
15370,860,201012,13501
15371,697,201012,19682
15372,107,201012,165
15373,415,201012,17094
15374,319,201012,5758
15375,859,201012,3339
15376,573,201012,18183
15377,414,201012,19368
15378,858,201012,1267
15379,75,201012,13778
15380,885,201012,11596
15381,416,201012,17176
15382,960,201012,1438
15383,991,201012,810
15384,652,201012,5241
15385,687,201012,19236
15386,887,201012,13558
15387,346,201012,13266
15388,862,201012,6892
15389,11,201012,14736
15390,562,201012,19497
15391,66,201012,5865
15392,106,201012,11174
15393,67,201012,12019
15394,350,201012,9216
15395,139,201012,5292
15396,222,201012,3454
15397,700,201012,19445
15398,853,201012,15621
15399,957,201012,5705
15400,135,201012,2570
15401,228,201012,11756
15402,421,201012,8960
15403,317,201012,12488
15404,699,201012,18631
15405,854,201012,6423
15406,125,201012,7650
15407,79,201012,1964
15408,7,201012,15795
15409,102,201012,13603
15410,563,201012,8513
15411,390,201012,8845
15412,320,201012,11354
15413,254,201012,9208
15414,884,201012,16558
15415,138,201012,19146
15416,419,201012,94
15417,855,201012,8187
15418,413,201012,10683
15419,605,201012,3135
15420,48,201012,19229
15421,951,201012,16468
15422,420,201012,14610
15423,653,201012,14868
15424,428,201012,16522
15425,984,201012,17275
15426,954,201012,1367
15427,49,201012,14163
15428,554,201012,6496
15429,992,201012,2659
15430,437,201012,19607
15431,835,201012,15801
15432,199,201012,9978
15433,9,201012,5090
15434,6,201012,4567
15435,693,201012,13485
15436,869,201012,13489
15437,438,201012,2818
15438,834,201012,19837
15439,707,201012,13386
15440,147,201012,18339
15441,619,201012,19356
15442,986,201012,6579
15443,893,201012,82
15444,567,201012,11739
15445,345,201012,2640
15446,868,201012,4977
15447,657,201012,18524
15448,406,201012,12943
15449,436,201012,8479
15450,101,201012,17638
15451,883,201012,2055
15452,706,201012,1935
15453,146,201012,13170
15454,90,201012,6080
15455,64,201012,12461
15456,601,201012,12341
15457,637,201012,10623
15458,104,201012,7087
15459,996,201012,11618
15460,310,201012,19479
15461,836,201012,8667
15462,323,201012,17204
15463,929,201012,14948
15464,658,201012,7604
15465,136,201012,9137
15466,441,201012,7567
15467,553,201012,10596
15468,635,201012,18563
15469,600,201012,14844
15470,568,201012,13574
15471,308,201012,10296
15472,685,201012,808
15473,894,201012,14982
15474,830,201012,7377
15475,332,201012,7094
15476,870,201012,4655
15477,207,201012,14119
15478,353,201012,8062
15479,14,201012,15842
15480,148,201012,14118
15481,405,201012,15145
15482,936,201012,1522
15483,132,201012,17034
15484,309,201012,13372
15485,240,201012,12199
15486,649,201012,14164
15487,439,201012,7529
15488,833,201012,18109
15489,384,201012,14364
15490,708,201012,3737
15491,555,201012,1617
15492,969,201012,11513
15493,243,201012,15487
15494,832,201012,17486
15495,328,201012,18460
15496,205,201012,15407
15497,440,201012,12737
15498,262,201012,11449
15499,831,201012,6012
15500,253,201012,7179
15501,882,201012,7958
15502,123,201012,6659
15503,837,201012,3493
15504,842,201012,17958
15505,607,201012,8312
15506,431,201012,10637
15507,208,201012,19181
15508,43,201012,4845
15509,841,201012,3905
15510,557,201012,5437
15511,331,201012,19217
15512,30,201012,17833
15513,432,201012,888
15514,602,201012,1938
15515,393,201012,15336
15516,932,201012,7335
15517,144,201012,11645
15518,312,201012,16129
15519,409,201012,11156
15520,866,201012,8618
15521,430,201012,10936
15522,703,201012,14036
15523,930,201012,16579
15524,844,201012,3558
15525,695,201012,16533
15526,94,201012,8420
15527,429,201012,19949
15528,242,201012,15480
15529,891,201012,3929
15530,656,201012,8858
15531,229,201012,14019
15532,620,201012,15952
15533,143,201012,18206
15534,865,201012,16178
15535,313,201012,474
15536,387,201012,7411
15537,843,201012,15502
15538,558,201012,18624
15539,566,201012,464
15540,840,201012,17861
15541,704,201012,2314
15542,261,201012,18434
15543,435,201012,11662
15544,686,201012,12857
15545,838,201012,11887
15546,556,201012,8666
15547,612,201012,3983
15548,407,201012,3359
15549,385,201012,9293
15550,394,201012,18697
15551,13,201012,7368
15552,311,201012,5519
15553,108,201012,19836
15554,705,201012,6
15555,694,201012,9261
15556,80,201012,2940
15557,133,201012,12616
15558,36,201012,10439
15559,145,201012,7666
15560,349,201012,18929
15561,60,201012,18378
15562,322,201012,18143
15563,650,201012,6669
15564,892,201012,18124
15565,220,201012,8951
15566,572,201012,2907
15567,839,201012,13790
15568,645,201012,18249
15569,938,201012,10014
15570,867,201012,3931
15571,575,201012,2600
15572,940,201012,17588
15573,200,201012,3916
15574,434,201012,10813
15575,386,201012,5080
15576,408,201012,3914
15577,352,201012,15858
15578,433,201012,17620
15579,522,201012,5154
15580,267,201012,5830
15581,616,201012,5492
15582,771,201012,7877
15583,286,201012,18504
15584,770,201012,9521
15585,111,201012,10198
15586,580,201012,11284
15587,945,201012,12650
15588,531,201012,1514
15589,495,201012,8515
15590,248,201012,7347
15591,976,201012,11345
15592,173,201012,17401
15593,671,201012,7836
15594,496,201012,11801
15595,624,201012,16271
15596,799,201012,8135
15597,910,201012,9521
15598,965,201012,16998
15599,772,201012,9522
15600,532,201012,10397
15601,774,201012,13538
15602,909,201012,17228
15603,680,201012,7742
15604,338,201012,15232
15605,88,201012,9049
15606,287,201012,15869
15607,911,201012,16665
15608,773,201012,5889
15609,493,201012,18344
15610,369,201012,10134
15611,172,201012,2338
15612,271,201012,12781
15613,494,201012,12368
15614,189,201012,4644
15615,214,201012,18241
15616,934,201012,11290
15617,730,201012,19495
15618,769,201012,3884
15619,497,201012,18746
15620,272,201012,15873
15621,766,201012,15414
15622,251,201012,1409
15623,587,201012,3712
15624,74,201012,17181
15625,672,201012,2577
15626,284,201012,9135
15627,358,201012,12013
15628,188,201012,17677
15629,500,201012,13070
15630,765,201012,3060
15631,175,201012,9036
15632,501,201012,4181
15633,912,201012,900
15634,764,201012,9553
15635,115,201012,14264
15636,56,201012,17114
15637,22,201012,12548
15638,85,201012,12502
15639,368,201012,15016
15640,52,201012,2558
15641,634,201012,3424
15642,588,201012,16753
15643,285,201012,13931
15644,633,201012,17016
15645,768,201012,1614
15646,732,201012,6321
15647,733,201012,1382
15648,232,201012,8032
15649,632,201012,164
15650,530,201012,738
15651,367,201012,10203
15652,174,201012,6425
15653,499,201012,5215
15654,767,201012,15868
15655,498,201012,161
15656,734,201012,13504
15657,492,201012,5570
15658,57,201012,6325
15659,215,201012,14318
15660,27,201012,1104
15661,923,201012,17873
15662,168,201012,3643
15663,290,201012,12850
15664,371,201012,18426
15665,668,201012,11114
15666,782,201012,6459
15667,935,201012,16679
15668,486,201012,9182
15669,728,201012,513
15670,247,201012,3397
15671,534,201012,17639
15672,487,201012,18216
15673,781,201012,12470
15674,485,201012,5143
15675,484,201012,6038
15676,20,201012,2900
15677,535,201012,16695
15678,483,201012,4345
15679,337,201012,10398
15680,343,201012,12493
15681,167,201012,13044
15682,291,201012,8898
15683,237,201012,7740
15684,784,201012,15101
15685,488,201012,16928
15686,117,201012,4826
15687,944,201012,5656
15688,958,201012,3335
15689,58,201012,7979
15690,962,201012,16392
15691,727,201012,11640
15692,907,201012,15732
15693,783,201012,18064
15694,128,201012,11884
15695,21,201012,6480
15696,590,201012,766
15697,169,201012,19471
15698,491,201012,16940
15699,288,201012,2666
15700,777,201012,19847
15701,729,201012,72
15702,533,201012,4279
15703,83,201012,6351
15704,670,201012,19497
15705,776,201012,6634
15706,618,201012,67
15707,589,201012,13994
15708,980,201012,14790
15709,775,201012,5131
15710,922,201012,3226
15711,116,201012,3664
15712,171,201012,4822
15713,4,201012,5824
15714,170,201012,9604
15715,639,201012,8327
15716,948,201012,2098
15717,289,201012,19664
15718,270,201012,12112
15719,33,201012,14092
15720,669,201012,2638
15721,780,201012,10162
15722,190,201012,2285
15723,974,201012,8318
15724,908,201012,4604
15725,489,201012,12622
15726,226,201012,7109
15727,370,201012,8229
15728,579,201012,1822
15729,490,201012,12482
15730,778,201012,18761
15731,76,201012,13500
15732,98,201012,15135
15733,779,201012,2220
15734,191,201012,14298
15735,502,201012,7761
15736,679,201012,6761
15737,54,201012,512
15738,362,201012,13052
15739,278,201012,7080
15740,678,201012,18745
15741,750,201012,9903
15742,741,201012,13301
15743,515,201012,5674
15744,584,201012,18221
15745,113,201012,890
15746,112,201012,14283
15747,749,201012,11976
15748,997,201012,5529
15749,523,201012,680
15750,516,201012,18427
15751,212,201012,18193
15752,181,201012,1585
